Sitio,Tipo,Fecha,Transecto,Hora,Clima,Temperatura,Humedad,Personas,Bloque,Veg,Hoja,Notes,sample_date
FCAT-V2,V,08/09/22,2,20:18:00,CL,23.5,92.5,"HJ, DZ",A,45,90,"1 - 1 DZ, 1 Anolis gracilipes",2022-09-08
FCAT-V2,V,08/09/22,2,20:18:00,CL,23.5,92.5,"HJ, DZ",B,55,90,"1 - 1 DZ, 1 Anolis gracilipes",2022-09-08
FCAT-V2,V,08/09/22,2,20:18:00,CL,23.5,92.5,"HJ, DZ",C,60,100,"1 - 1 DZ, 1 Anolis gracilipes",2022-09-08
FCAT-V2,V,08/09/22,2,20:18:00,CL,23.5,92.5,"HJ, DZ",D,75,100,"1 - 1 DZ, 1 Anolis gracilipes",2022-09-08
FCAT-V2,V,08/09/22,3,20:36:00,CL,23.1,90.8,"HJ, DZ",A,60,85,"1 - 1 HJ, Anolis gracilipes, Bothriechis schlegelii",2022-09-08
FCAT-V2,V,08/09/22,3,20:36:00,CL,23.1,90.8,"HJ, DZ",B,85,100,"1 - 1 HJ, Anolis gracilipes, Bothriechis schlegelii",2022-09-08
FCAT-V2,V,08/09/22,3,20:36:00,CL,23.1,90.8,"HJ, DZ",C,50,100,"1 - 1 HJ, Anolis gracilipes, Bothriechis schlegelii",2022-09-08
FCAT-V2,V,08/09/22,3,20:36:00,CL,23.1,90.8,"HJ, DZ",D,15,100,"1 - 1 HJ, Anolis gracilipes, Bothriechis schlegelii",2022-09-08
FCAT-V2,V,08/09/22,4,21:00:00,CL,24.7,87.4,"HJ, DZ",A,65,80,1 - 1 HJ,2022-09-08
FCAT-V2,V,08/09/22,4,21:00:00,CL,24.7,87.4,"HJ, DZ",B,40,100,1 - 1 HJ,2022-09-08
FCAT-V2,V,08/09/22,4,21:00:00,CL,24.7,87.4,"HJ, DZ",C,40,90,1 - 1 HJ,2022-09-08
FCAT-V2,V,08/09/22,4,21:00:00,CL,24.7,87.4,"HJ, DZ",D,85,80,1 - 1 HJ,2022-09-08
FCAT-B2,B,08/09/22,1,21:28:00,CL,24,90.6,"HJ, DZ",A,60,100,"3 - 2 DZ, 1 HJ, 1 Anolis gracilipes, 1 brown skink",2022-09-08
FCAT-B2,B,08/09/22,1,21:28:00,CL,24,90.6,"HJ, DZ",B,50,100,"3 - 2 DZ, 1 HJ, 1 Anolis gracilipes, 1 brown skink",2022-09-08
FCAT-B2,B,08/09/22,1,21:28:00,CL,24,90.6,"HJ, DZ",C,50,100,"3 - 2 DZ, 1 HJ, 1 Anolis gracilipes, 1 brown skink",2022-09-08
FCAT-B2,B,08/09/22,1,21:28:00,CL,24,90.6,"HJ, DZ",D,90,95,"3 - 2 DZ, 1 HJ, 1 Anolis gracilipes, 1 brown skink",2022-09-08
FCAT-B2,B,08/09/22,2,21:52:00,CL,24.8,86.3,"HJ, DZ",A,40,100,2 - 2 HJ,2022-09-08
FCAT-B2,B,08/09/22,2,21:52:00,CL,24.8,86.3,"HJ, DZ",B,70,100,2 - 2 HJ,2022-09-08
FCAT-B2,B,08/09/22,2,21:52:00,CL,24.8,86.3,"HJ, DZ",C,80,95,2 - 2 HJ,2022-09-08
FCAT-B2,B,08/09/22,2,21:52:00,CL,24.8,86.3,"HJ, DZ",D,25,90,2 - 2 HJ,2022-09-08
FCAT-B2,B,08/09/22,3,22:08:00,CL,23.5,91.0,"HJ, DZ",A,50,100,1 - 1 HJ,2022-09-08
FCAT-B2,B,08/09/22,3,22:08:00,CL,23.5,91.0,"HJ, DZ",B,60,100,1 - 1 HJ,2022-09-08
FCAT-B2,B,08/09/22,3,22:08:00,CL,23.5,91.0,"HJ, DZ",C,65,100,1 - 1 HJ,2022-09-08
FCAT-B2,B,08/09/22,3,22:08:00,CL,23.5,91.0,"HJ, DZ",D,50,95,1 - 1 HJ,2022-09-08
FCAT-B2,B,08/09/22,4,22:26:00,CL,22.4,96.6,"HJ, DZ",A,25,100,"3 - 2 HJ, 1 DZ",2022-09-08
FCAT-B2,B,08/09/22,4,22:26:00,CL,22.4,96.6,"HJ, DZ",B,75,95,"3 - 2 HJ, 1 DZ",2022-09-08
FCAT-B2,B,08/09/22,4,22:26:00,CL,22.4,96.6,"HJ, DZ",C,60,95,"3 - 2 HJ, 1 DZ",2022-09-08
FCAT-B2,B,08/09/22,4,22:26:00,CL,22.4,96.6,"HJ, DZ",D,65,95,"3 - 2 HJ, 1 DZ",2022-09-08
AL-N,N,09/09/22,1,20:02:00,N,20.9,96.9,"HJ, DZ",A,35,75,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,1,20:02:00,N,20.9,96.9,"HJ, DZ",B,85,50,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,1,20:02:00,N,20.9,96.9,"HJ, DZ",C,60,70,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,1,20:02:00,N,20.9,96.9,"HJ, DZ",D,50,30,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,2,20:08:00,N,20.2,99.9,"HJ, DZ",A,10,90,"4 - 2 DZ, 2 HJ",2022-09-09
AL-N,N,09/09/22,2,20:08:00,N,20.2,99.9,"HJ, DZ",B,10,80,"4 - 2 DZ, 2 HJ",2022-09-09
AL-N,N,09/09/22,2,20:08:00,N,20.2,99.9,"HJ, DZ",C,30,70,"4 - 2 DZ, 2 HJ",2022-09-09
AL-N,N,09/09/22,2,20:08:00,N,20.2,99.9,"HJ, DZ",D,60,30,"4 - 2 DZ, 2 HJ",2022-09-09
AL-N,N,09/09/22,3,20:40:00,N,21.9,93.6,"HJ, DZ",A,55,70,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,3,20:40:00,N,21.9,93.6,"HJ, DZ",B,60,40,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,3,20:40:00,N,21.9,93.6,"HJ, DZ",C,20,80,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,3,20:40:00,N,21.9,93.6,"HJ, DZ",D,40,60,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,4,21:04:00,N,21.1,94.8,"HJ, DZ",A,100,10,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,4,21:04:00,N,21.1,94.8,"HJ, DZ",B,40,75,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,4,21:04:00,N,21.1,94.8,"HJ, DZ",C,75,25,1 - 1 DZ,2022-09-09
AL-N,N,09/09/22,4,21:04:00,N,21.1,94.8,"HJ, DZ",D,90,20,1 - 1 DZ,2022-09-09
JZJ-C,C,09/09/22,1,21:30:00,N,20.3,97.6,"HJ, DZ",A,0,5,"7 - 4 DZ, 3 HJ",2022-09-09
JZJ-C,C,09/09/22,1,21:30:00,N,20.3,97.6,"HJ, DZ",B,0,5,"7 - 4 DZ, 3 HJ",2022-09-09
JZJ-C,C,09/09/22,1,21:30:00,N,20.3,97.6,"HJ, DZ",C,0,5,"7 - 4 DZ, 3 HJ",2022-09-09
JZJ-C,C,09/09/22,1,21:30:00,N,20.3,97.6,"HJ, DZ",D,0,5,"7 - 4 DZ, 3 HJ",2022-09-09
JZJ-C,C,09/09/22,2,21:50:00,N,20.3,97.9,"HJ, DZ",A,0,5,"5 - 3 HJ, 2 DZ",2022-09-09
JZJ-C,C,09/09/22,2,21:50:00,N,20.3,97.9,"HJ, DZ",B,5,5,"5 - 3 HJ, 2 DZ",2022-09-09
JZJ-C,C,09/09/22,2,21:50:00,N,20.3,97.9,"HJ, DZ",C,5,5,"5 - 3 HJ, 2 DZ",2022-09-09
JZJ-C,C,09/09/22,2,21:50:00,N,20.3,97.9,"HJ, DZ",D,5,5,"5 - 3 HJ, 2 DZ",2022-09-09
JZJ-C,C,09/09/22,3,22:05:00,N,20.8,95.3,"HJ, DZ",A,0,15,"7 - 4 DZ, 3 HJ",2022-09-09
JZJ-C,C,09/09/22,3,22:05:00,N,20.8,95.3,"HJ, DZ",B,0,20,"7 - 4 DZ, 3 HJ",2022-09-09
JZJ-C,C,09/09/22,3,22:05:00,N,20.8,95.3,"HJ, DZ",C,10,15,"7 - 4 DZ, 3 HJ",2022-09-09
JZJ-C,C,09/09/22,3,22:05:00,N,20.8,95.3,"HJ, DZ",D,30,10,"7 - 4 DZ, 3 HJ",2022-09-09
JZJ-C,C,09/09/22,4,22:22:00,N,19.6,99.9,"HJ, DZ",A,5,10,"5 - 3 DZ, 2 HJ",2022-09-09
JZJ-C,C,09/09/22,4,22:22:00,N,19.6,99.9,"HJ, DZ",B,5,5,"5 - 3 DZ, 2 HJ",2022-09-09
JZJ-C,C,09/09/22,4,22:22:00,N,19.6,99.9,"HJ, DZ",C,10,10,"5 - 3 DZ, 2 HJ",2022-09-09
JZJ-C,C,09/09/22,4,22:22:00,N,19.6,99.9,"HJ, DZ",D,15,30,"5 - 3 DZ, 2 HJ",2022-09-09
FCAT-B2,B,10/09/22,1,20:02:00,CL,21.1,97.2,"HJ, DZ",A,same,same,2 - 2 DZ,2022-09-10
FCAT-B2,B,10/09/22,1,20:02:00,CL,21.1,97.2,"HJ, DZ",B,same,same,2 - 2 DZ,2022-09-10
FCAT-B2,B,10/09/22,1,20:02:00,CL,21.1,97.2,"HJ, DZ",C,same,same,2 - 2 DZ,2022-09-10
FCAT-B2,B,10/09/22,1,20:02:00,CL,21.1,97.2,"HJ, DZ",D,same,same,2 - 2 DZ,2022-09-10
FCAT-B2,B,10/09/22,2,20:18:00,CL,22.9,90.0,"HJ, DZ",A,same,same,"2 - 1 DZ, 1 HJ, Sibon annulatus",2022-09-10
FCAT-B2,B,10/09/22,2,20:18:00,CL,22.9,90.0,"HJ, DZ",B,same,same,"2 - 1 DZ, 1 HJ, Sibon annulatus",2022-09-10
FCAT-B2,B,10/09/22,2,20:18:00,CL,22.9,90.0,"HJ, DZ",C,same,same,"2 - 1 DZ, 1 HJ, Sibon annulatus",2022-09-10
FCAT-B2,B,10/09/22,2,20:18:00,CL,22.9,90.0,"HJ, DZ",D,same,same,"2 - 1 DZ, 1 HJ, Sibon annulatus",2022-09-10
FCAT-B2,B,10/09/22,3,20:38:00,CL,23,91.4,"HJ, DZ",A,same,same,"2 - 2 HJ, Enyalioides heterolepsis, Leptodactylus peritoaktites ambos no capturados",2022-09-10
FCAT-B2,B,10/09/22,3,20:38:00,CL,23,91.4,"HJ, DZ",B,same,same,"2 - 2 HJ, Enyalioides heterolepsis, Leptodactylus peritoaktites ambos no capturados",2022-09-10
FCAT-B2,B,10/09/22,3,20:38:00,CL,23,91.4,"HJ, DZ",C,same,same,"2 - 2 HJ, Enyalioides heterolepsis, Leptodactylus peritoaktites ambos no capturados",2022-09-10
FCAT-B2,B,10/09/22,3,20:38:00,CL,23,91.4,"HJ, DZ",D,same,same,"2 - 2 HJ, Enyalioides heterolepsis, Leptodactylus peritoaktites ambos no capturados",2022-09-10
FCAT-B2,B,10/09/22,4,21:00:00,CL,23.4,88.5,"HJ, DZ",A,same,same,"4 - 2 HJ, 2 DZ",2022-09-10
FCAT-B2,B,10/09/22,4,21:00:00,CL,23.4,88.5,"HJ, DZ",B,same,same,"4 - 2 HJ, 2 DZ",2022-09-10
FCAT-B2,B,10/09/22,4,21:00:00,CL,23.4,88.5,"HJ, DZ",C,same,same,"4 - 2 HJ, 2 DZ",2022-09-10
FCAT-B2,B,10/09/22,4,21:00:00,CL,23.4,88.5,"HJ, DZ",D,same,same,"4 - 2 HJ, 2 DZ",2022-09-10
FCAT-V2,V,10/09/22,1,21:24:00,N,23.3,88.1,"HJ, DZ",A,same,same,"4 - 2 HJ, 2 DZ",2022-09-10
FCAT-V2,V,10/09/22,1,21:24:00,N,23.3,88.1,"HJ, DZ",B,same,same,"4 - 2 HJ, 2 DZ",2022-09-10
FCAT-V2,V,10/09/22,1,21:24:00,N,23.3,88.1,"HJ, DZ",C,same,same,"4 - 2 HJ, 2 DZ",2022-09-10
FCAT-V2,V,10/09/22,1,21:24:00,N,23.3,88.1,"HJ, DZ",D,same,same,"4 - 2 HJ, 2 DZ",2022-09-10
FCAT-V2,V,10/09/22,2,21:40:00,N,23.1,93.9,"HJ, DZ",A,same,same,"4 - 4 DZ, Phrynonax shropshirei",2022-09-10
FCAT-V2,V,10/09/22,2,21:40:00,N,23.1,93.9,"HJ, DZ",B,same,same,"4 - 4 DZ, Phrynonax shropshirei",2022-09-10
FCAT-V2,V,10/09/22,2,21:40:00,N,23.1,93.9,"HJ, DZ",C,same,same,"4 - 4 DZ, Phrynonax shropshirei",2022-09-10
FCAT-V2,V,10/09/22,2,21:40:00,N,23.1,93.9,"HJ, DZ",D,same,same,"4 - 4 DZ, Phrynonax shropshirei",2022-09-10
FCAT-V2,V,10/09/22,3,21:54:00,N,23,88.9,"HJ, DZ",A,same,same,"2 - 1 HJ, 1 DZ, Bothriechis schlegelii",2022-09-10
FCAT-V2,V,10/09/22,3,21:54:00,N,23,88.9,"HJ, DZ",B,same,same,"2 - 1 HJ, 1 DZ, Bothriechis schlegelii",2022-09-10
FCAT-V2,V,10/09/22,3,21:54:00,N,23,88.9,"HJ, DZ",C,same,same,"2 - 1 HJ, 1 DZ, Bothriechis schlegelii",2022-09-10
FCAT-V2,V,10/09/22,3,21:54:00,N,23,88.9,"HJ, DZ",D,same,same,"2 - 1 HJ, 1 DZ, Bothriechis schlegelii",2022-09-10
FCAT-V2,V,10/09/22,4,22:12:00,N,23.1,81.4,"HJ, DZ",A,same,same,0 - temperatura coregida,2022-09-10
FCAT-V2,V,10/09/22,4,22:12:00,N,23.1,81.4,"HJ, DZ",B,same,same,0 - temperatura coregida,2022-09-10
FCAT-V2,V,10/09/22,4,22:12:00,N,23.1,81.4,"HJ, DZ",C,same,same,0 - temperatura coregida,2022-09-10
FCAT-V2,V,10/09/22,4,22:12:00,N,23.1,81.4,"HJ, DZ",D,same,same,0 - temperatura coregida,2022-09-10
JZJ-C,C,12/09/22,1,20:02:00,N,21,95.4,"HJ, DZ",A,same,same,"11 - 7 HJ, 4 DZ",2022-09-12
JZJ-C,C,12/09/22,1,20:02:00,N,21,95.4,"HJ, DZ",B,same,same,"11 - 7 HJ, 4 DZ",2022-09-12
JZJ-C,C,12/09/22,1,20:02:00,N,21,95.4,"HJ, DZ",C,same,same,"11 - 7 HJ, 4 DZ",2022-09-12
JZJ-C,C,12/09/22,1,20:02:00,N,21,95.4,"HJ, DZ",D,same,same,"11 - 7 HJ, 4 DZ",2022-09-12
JZJ-C,C,12/09/22,2,20:20:00,N,19.7,99.9,"HJ, DZ",A,same,same,"6 - 3 HJ, 3 DZ",2022-09-12
JZJ-C,C,12/09/22,2,20:20:00,N,19.7,99.9,"HJ, DZ",B,same,same,"6 - 3 HJ, 3 DZ",2022-09-12
JZJ-C,C,12/09/22,2,20:20:00,N,19.7,99.9,"HJ, DZ",C,same,same,"6 - 3 HJ, 3 DZ",2022-09-12
JZJ-C,C,12/09/22,2,20:20:00,N,19.7,99.9,"HJ, DZ",D,same,same,"6 - 3 HJ, 3 DZ",2022-09-12
JZJ-C,C,12/09/22,3,20:38:00,N,19.3,99.9,"HJ, DZ",A,same,same,"10 - 7 DZ, 3 HJ",2022-09-12
JZJ-C,C,12/09/22,3,20:38:00,N,19.3,99.9,"HJ, DZ",B,same,same,"10 - 7 DZ, 3 HJ",2022-09-12
JZJ-C,C,12/09/22,3,20:38:00,N,19.3,99.9,"HJ, DZ",C,same,same,"10 - 7 DZ, 3 HJ",2022-09-12
JZJ-C,C,12/09/22,3,20:38:00,N,19.3,99.9,"HJ, DZ",D,same,same,"10 - 7 DZ, 3 HJ",2022-09-12
JZJ-C,C,12/09/22,4,20:54:00,N,19.8,99.9,"HJ, DZ",A,same,same,"4 - 2 HJ, 2 DZ",2022-09-12
JZJ-C,C,12/09/22,4,20:54:00,N,19.8,99.9,"HJ, DZ",B,same,same,"4 - 2 HJ, 2 DZ",2022-09-12
JZJ-C,C,12/09/22,4,20:54:00,N,19.8,99.9,"HJ, DZ",C,same,same,"4 - 2 HJ, 2 DZ",2022-09-12
JZJ-C,C,12/09/22,4,20:54:00,N,19.8,99.9,"HJ, DZ",D,same,same,"4 - 2 HJ, 2 DZ",2022-09-12
AL-N,N,12/09/22,1,21:14:00,N,19.5,99.9,"HJ, DZ",A,same,same,3 - 3 HJ,2022-09-12
AL-N,N,12/09/22,1,21:14:00,N,19.5,99.9,"HJ, DZ",B,same,same,3 - 3 HJ,2022-09-12
AL-N,N,12/09/22,1,21:14:00,N,19.5,99.9,"HJ, DZ",C,same,same,3 - 3 HJ,2022-09-12
AL-N,N,12/09/22,1,21:14:00,N,19.5,99.9,"HJ, DZ",D,same,same,3 - 3 HJ,2022-09-12
AL-N,N,12/09/22,2,21:28:00,N,20.4,96.7,"HJ, DZ",A,same,same,"2 - 1 HJ, 1 DZ",2022-09-12
AL-N,N,12/09/22,2,21:28:00,N,20.4,96.7,"HJ, DZ",B,same,same,"2 - 1 HJ, 1 DZ",2022-09-12
AL-N,N,12/09/22,2,21:28:00,N,20.4,96.7,"HJ, DZ",C,same,same,"2 - 1 HJ, 1 DZ",2022-09-12
AL-N,N,12/09/22,2,21:28:00,N,20.4,96.7,"HJ, DZ",D,same,same,"2 - 1 HJ, 1 DZ",2022-09-12
AL-N,N,12/09/22,3,21:44:00,N,20.2,99.9,"HJ, DZ",A,same,same,1 - 1 DZ,2022-09-12
AL-N,N,12/09/22,3,21:44:00,N,20.2,99.9,"HJ, DZ",B,same,same,1 - 1 DZ,2022-09-12
AL-N,N,12/09/22,3,21:44:00,N,20.2,99.9,"HJ, DZ",C,same,same,1 - 1 DZ,2022-09-12
AL-N,N,12/09/22,3,21:44:00,N,20.2,99.9,"HJ, DZ",D,same,same,1 - 1 DZ,2022-09-12
AL-N,N,12/09/22,4,22:00:00,N,19.5,99.9,"HJ, DZ",A,same,same,2 - 2 DZ,2022-09-12
AL-N,N,12/09/22,4,22:00:00,N,19.5,99.9,"HJ, DZ",B,same,same,2 - 2 DZ,2022-09-12
AL-N,N,12/09/22,4,22:00:00,N,19.5,99.9,"HJ, DZ",C,same,same,2 - 2 DZ,2022-09-12
AL-N,N,12/09/22,4,22:00:00,N,19.5,99.9,"HJ, DZ",D,same,same,2 - 2 DZ,2022-09-12
FCAT-V2,V,13/09/22,1,20:00:00,N,20.5,96.5,"HJ, DZ",A,same,same,0,2022-09-13
FCAT-V2,V,13/09/22,1,20:00:00,N,20.5,96.5,"HJ, DZ",B,same,same,0,2022-09-13
FCAT-V2,V,13/09/22,1,20:00:00,N,20.5,96.5,"HJ, DZ",C,same,same,0,2022-09-13
FCAT-V2,V,13/09/22,1,20:00:00,N,20.5,96.5,"HJ, DZ",D,same,same,0,2022-09-13
FCAT-V2,V,13/09/22,2,20:16:00,N,20.6,95.9,"HJ, DZ",A,same,same,1 - 1 HJ,2022-09-13
FCAT-V2,V,13/09/22,2,20:16:00,N,20.6,95.9,"HJ, DZ",B,same,same,1 - 1 HJ,2022-09-13
FCAT-V2,V,13/09/22,2,20:16:00,N,20.6,95.9,"HJ, DZ",C,same,same,1 - 1 HJ,2022-09-13
FCAT-V2,V,13/09/22,2,20:16:00,N,20.6,95.9,"HJ, DZ",D,same,same,1 - 1 HJ,2022-09-13
FCAT-V2,V,13/09/22,3,20:30:00,N,20.3,96.2,"HJ, DZ",A,same,same,"2 - 1 HJ, 1 DZ, Bothriechis schlegelii",2022-09-13
FCAT-V2,V,13/09/22,3,20:30:00,N,20.3,96.2,"HJ, DZ",B,same,same,"2 - 1 HJ, 1 DZ, Bothriechis schlegelii",2022-09-13
FCAT-V2,V,13/09/22,3,20:30:00,N,20.3,96.2,"HJ, DZ",C,same,same,"2 - 1 HJ, 1 DZ, Bothriechis schlegelii",2022-09-13
FCAT-V2,V,13/09/22,3,20:30:00,N,20.3,96.2,"HJ, DZ",D,same,same,"2 - 1 HJ, 1 DZ, Bothriechis schlegelii",2022-09-13
FCAT-V2,V,13/09/22,4,20:46:00,N,20.5,95.8,"HJ, DZ",A,same,same,"2 - 2 DZ, Anolis gracilipes",2022-09-13
FCAT-V2,V,13/09/22,4,20:46:00,N,20.5,95.8,"HJ, DZ",B,same,same,"2 - 2 DZ, Anolis gracilipes",2022-09-13
FCAT-V2,V,13/09/22,4,20:46:00,N,20.5,95.8,"HJ, DZ",C,same,same,"2 - 2 DZ, Anolis gracilipes",2022-09-13
FCAT-V2,V,13/09/22,4,20:46:00,N,20.5,95.8,"HJ, DZ",D,same,same,"2 - 2 DZ, Anolis gracilipes",2022-09-13
FCAT-B2,B,13/09/22,1,21:10:00,N,20.4,96.3,"HJ, DZ",A,same,same,"3 - 2 HJ, 1 DZ",2022-09-13
FCAT-B2,B,13/09/22,1,21:10:00,N,20.4,96.3,"HJ, DZ",B,same,same,"3 - 2 HJ, 1 DZ",2022-09-13
FCAT-B2,B,13/09/22,1,21:10:00,N,20.4,96.3,"HJ, DZ",C,same,same,"3 - 2 HJ, 1 DZ",2022-09-13
FCAT-B2,B,13/09/22,1,21:10:00,N,20.4,96.3,"HJ, DZ",D,same,same,"3 - 2 HJ, 1 DZ",2022-09-13
FCAT-B2,B,13/09/22,2,21:26:00,N,20.5,95.1,"HJ, DZ",A,same,same,"3 - 2 DZ, 1 HJ",2022-09-13
FCAT-B2,B,13/09/22,2,21:26:00,N,20.5,95.1,"HJ, DZ",B,same,same,"3 - 2 DZ, 1 HJ",2022-09-13
FCAT-B2,B,13/09/22,2,21:26:00,N,20.5,95.1,"HJ, DZ",C,same,same,"3 - 2 DZ, 1 HJ",2022-09-13
FCAT-B2,B,13/09/22,2,21:26:00,N,20.5,95.1,"HJ, DZ",D,same,same,"3 - 2 DZ, 1 HJ",2022-09-13
FCAT-B2,B,13/09/22,3,21:40:00,N,19.6,98.8,"HJ, DZ",A,same,same,"3 - 3 DZ, Enyalioides heterolepsis no capturado, Leptodactylus peritoaktites capturado!",2022-09-13
FCAT-B2,B,13/09/22,3,21:40:00,N,19.6,98.8,"HJ, DZ",B,same,same,"3 - 3 DZ, Enyalioides heterolepsis no capturado, Leptodactylus peritoaktites capturado!",2022-09-13
FCAT-B2,B,13/09/22,3,21:40:00,N,19.6,98.8,"HJ, DZ",C,same,same,"3 - 3 DZ, Enyalioides heterolepsis no capturado, Leptodactylus peritoaktites capturado!",2022-09-13
FCAT-B2,B,13/09/22,3,21:40:00,N,19.6,98.8,"HJ, DZ",D,same,same,"3 - 3 DZ, Enyalioides heterolepsis no capturado, Leptodactylus peritoaktites capturado!",2022-09-13
FCAT-B2,B,13/09/22,4,21:56:00,N,19.7,98.7,"HJ, DZ",A,same,same,"3 - 2 DZ, 1 HJ",2022-09-13
FCAT-B2,B,13/09/22,4,21:56:00,N,19.7,98.7,"HJ, DZ",B,same,same,"3 - 2 DZ, 1 HJ",2022-09-13
FCAT-B2,B,13/09/22,4,21:56:00,N,19.7,98.7,"HJ, DZ",C,same,same,"3 - 2 DZ, 1 HJ",2022-09-13
FCAT-B2,B,13/09/22,4,21:56:00,N,19.7,98.7,"HJ, DZ",D,same,same,"3 - 2 DZ, 1 HJ",2022-09-13
AL-N,N,14/09/22,1,20:02:00,PN,20.3,98.1,"HJ, DZ",A,same,same,"3 - 2 HJ, 1 DZ",2022-09-14
AL-N,N,14/09/22,1,20:02:00,PN,20.3,98.1,"HJ, DZ",B,same,same,"3 - 2 HJ, 1 DZ",2022-09-14
AL-N,N,14/09/22,1,20:02:00,PN,20.3,98.1,"HJ, DZ",C,same,same,"3 - 2 HJ, 1 DZ",2022-09-14
AL-N,N,14/09/22,1,20:02:00,PN,20.3,98.1,"HJ, DZ",D,same,same,"3 - 2 HJ, 1 DZ",2022-09-14
AL-N,N,14/09/22,2,20:16:00,PN,19.9,98.5,"HJ, DZ",A,same,same,1 - 1 HJ,2022-09-14
AL-N,N,14/09/22,2,20:16:00,PN,19.9,98.5,"HJ, DZ",B,same,same,1 - 1 HJ,2022-09-14
AL-N,N,14/09/22,2,20:16:00,PN,19.9,98.5,"HJ, DZ",C,same,same,1 - 1 HJ,2022-09-14
AL-N,N,14/09/22,2,20:16:00,PN,19.9,98.5,"HJ, DZ",D,same,same,1 - 1 HJ,2022-09-14
AL-N,N,14/09/22,3,20:32:00,PN,20.1,97.7,"HJ, DZ",A,same,same,"3 - 2 HJ, 1 DZ",2022-09-14
AL-N,N,14/09/22,3,20:32:00,PN,20.1,97.7,"HJ, DZ",B,same,same,"3 - 2 HJ, 1 DZ",2022-09-14
AL-N,N,14/09/22,3,20:32:00,PN,20.1,97.7,"HJ, DZ",C,same,same,"3 - 2 HJ, 1 DZ",2022-09-14
AL-N,N,14/09/22,3,20:32:00,PN,20.1,97.7,"HJ, DZ",D,same,same,"3 - 2 HJ, 1 DZ",2022-09-14
AL-N,N,14/09/22,4,20:46:00,PN,19.6,99.1,"HJ, DZ",A,same,same,1 - 1 HJ,2022-09-14
AL-N,N,14/09/22,4,20:46:00,PN,19.6,99.1,"HJ, DZ",B,same,same,1 - 1 HJ,2022-09-14
AL-N,N,14/09/22,4,20:46:00,PN,19.6,99.1,"HJ, DZ",C,same,same,1 - 1 HJ,2022-09-14
AL-N,N,14/09/22,4,20:46:00,PN,19.6,99.1,"HJ, DZ",D,same,same,1 - 1 HJ,2022-09-14
JZJ-C,C,14/09/22,1,21:04:00,N,21.5,91.8,"HJ, DZ",A,same,same,"8 - 6 DZ, 2 HJ",2022-09-14
JZJ-C,C,14/09/22,1,21:04:00,N,21.5,91.8,"HJ, DZ",B,same,same,"8 - 6 DZ, 2 HJ",2022-09-14
JZJ-C,C,14/09/22,1,21:04:00,N,21.5,91.8,"HJ, DZ",C,same,same,"8 - 6 DZ, 2 HJ",2022-09-14
JZJ-C,C,14/09/22,1,21:04:00,N,21.5,91.8,"HJ, DZ",D,same,same,"8 - 6 DZ, 2 HJ",2022-09-14
JZJ-C,C,14/09/22,2,21:20:00,N,19.7,98.1,"HJ, DZ",A,same,same,"9 - 5 DZ, 4 HJ",2022-09-14
JZJ-C,C,14/09/22,2,21:20:00,N,19.7,98.1,"HJ, DZ",B,same,same,"9 - 5 DZ, 4 HJ",2022-09-14
JZJ-C,C,14/09/22,2,21:20:00,N,19.7,98.1,"HJ, DZ",C,same,same,"9 - 5 DZ, 4 HJ",2022-09-14
JZJ-C,C,14/09/22,2,21:20:00,N,19.7,98.1,"HJ, DZ",D,same,same,"9 - 5 DZ, 4 HJ",2022-09-14
JZJ-C,C,14/09/22,3,21:38:00,N,21.7,97.1,"HJ, DZ",A,same,same,"4 - 2 HJ, 2 DZ",2022-09-14
JZJ-C,C,14/09/22,3,21:38:00,N,21.7,97.1,"HJ, DZ",B,same,same,"4 - 2 HJ, 2 DZ",2022-09-14
JZJ-C,C,14/09/22,3,21:38:00,N,21.7,97.1,"HJ, DZ",C,same,same,"4 - 2 HJ, 2 DZ",2022-09-14
JZJ-C,C,14/09/22,3,21:38:00,N,21.7,97.1,"HJ, DZ",D,same,same,"4 - 2 HJ, 2 DZ",2022-09-14
JZJ-C,C,14/09/22,4,21:56:00,N,20.1,96.7,"HJ, DZ",A,same,same,"9 - 5 DZ, 4 HJ",2022-09-14
JZJ-C,C,14/09/22,4,21:56:00,N,20.1,96.7,"HJ, DZ",B,same,same,"9 - 5 DZ, 4 HJ",2022-09-14
JZJ-C,C,14/09/22,4,21:56:00,N,20.1,96.7,"HJ, DZ",C,same,same,"9 - 5 DZ, 4 HJ",2022-09-14
JZJ-C,C,14/09/22,4,21:56:00,N,20.1,96.7,"HJ, DZ",D,same,same,"9 - 5 DZ, 4 HJ",2022-09-14
FCAT-B1,B,15/09/22,1,20:00:00,PN,21.4,95.6,"HJ, DZ",A,50,90,1 - 1 HJ,2022-09-15
FCAT-B1,B,15/09/22,1,20:00:00,PN,21.4,95.6,"HJ, DZ",B,50,100,1 - 1 HJ,2022-09-15
